iata,icao,name,city,state,country,latitude,longitude,elevation_ft,timezone
UKX,UITT,Ust-Kut Airport,Ust-Kut,Irkutsk,RU,56.856701,105.730003,2188,Asia/Irkutsk
ULB,NVSU,Ulei Airport,Ambryn Island,Malampa,VU,-16.329700,168.301100,0,Pacific/Efate
ULG,ZMUL,Ulgii Mongolei Airport,,Bayan-Oelgiy,MN,48.993301,89.922501,5732,Asia/Hovd
ULH,OEAO,Prince Abdul Majeed bin Abdulaziz International Airport,Al-'Ula,Al Madinah,SA,26.483333,38.116944,2047,Asia/Riyadh
ULK,UERL,Lensk Airport,Lensk,Chukot,RU,60.720600,114.825996,801,Asia/Yakutsk
ULO,ZMUG,Ulaangom Airport,,Uvs,MN,49.973333,92.079722,0,Asia/Hovd
ULP,YQLP,Quilpie Airport,,Queensland,AU,-26.612200,144.253006,655,Australia/Brisbane
ULV,UWLL,Ulyanovsk Baratayevka Airport,Ulyanovsk,Ulyanovsk,RU,54.268299,48.226700,463,Europe/Ulyanovsk
UME,ESNU,Umea Airport,Umea,Vaesterbotten,SE,63.791801,20.282801,24,Europe/Stockholm
UMU,SSUM,Umuarama Airport,Umuarama,Parana,BR,-23.798700,-53.313801,1558,America/Sao_Paulo
UNA,SBTC,Hotel Transamerica Airport,Una,Bahia,BR,-15.355200,-38.999001,20,America/Bahia
UNG,AYKI,Kiunga Airport,Kiunga,Western Province,PG,-6.125710,141.281998,88,Pacific/Port_Moresby
UNK,PAUN,Unalakleet Airport,Unalakleet,Alaska,US,63.888401,-160.798996,27,America/Anchorage
UNN,VTSR,Ranong Airport,,Ranong,TH,9.777620,98.585503,57,Asia/Bangkok
UPG,WAAA,Hasanuddin International Airport,Ujung Pandang-Celebes Island,South-Sulawesi,ID,-5.061630,119.554001,47,Asia/Makassar
UPN,MMPN,Licenciado y General Ignacio Lopez Rayon Airport,,Michoacan,MX,19.396700,-102.039001,5258,America/Mexico_City
URA,UARR,Uralsk Airport,Uralsk,,KZ,51.150799,51.543098,125,Asia/Oral
URC,ZWWW,Urumqi Diwopu International Airport,Urumqi,Xinjiang,CN,43.907101,87.474197,2125,Asia/Shanghai
URE,EEKE,Kuressaare Airport,Kuressaare,Saare,EE,58.229900,22.509501,14,Europe/Tallinn
URG,SBUG,Rubem Berta Airport,Uruguaiana,Rio-Grande-do-Sul,BR,-29.782200,-57.038200,256,America/Sao_Paulo
URJ,USHU,Uray Airport,Uray,Khanty-Mansia,RU,60.103298,64.826698,190,Asia/Yekaterinburg
URT,VTSB,Surat Thani Airport,Surat Thani,Surat-Thani,TH,9.132600,99.135597,20,Asia/Bangkok
URY,OEGT,Guriat Domestic Airport,,Al-Jawf,SA,31.411900,37.279499,1672,Asia/Riyadh
USH,SAWH,Malvinas Argentinas Airport,Ushuahia,Tierra-del-Fuego,AR,-54.843300,-68.295800,102,America/Argentina/Ushuaia
USK,UUYS,Usinsk Airport,Usinsk,Komi,RU,66.004700,57.367199,262,Europe/Moscow
USM,VTSM,Samui Airport,Na Thon (Ko Samui Island),Nakhon-Si-Thammarat,TH,9.547790,100.061996,64,Asia/Bangkok
USN,RKPU,Ulsan Airport,Ulsan,Ulsan,KR,35.593498,129.352005,45,Asia/Seoul
USR,UEMT,Ust-Nera Airport,Ust-Nera,Chukot,RU,64.550003,143.115005,0,Asia/Ust-Nera
USU,RPVV,Francisco B. Reyes Airport,Coron,Mimaropa,PH,12.121500,120.099998,148,Asia/Manila
UTH,VTUD,Udon Thani Airport,Udon Thani,Changwat-Udon-Thani,TH,17.386400,102.788002,579,Asia/Bangkok
UTN,FAUP,Pierre Van Ryneveld Airport,Upington,Northern-Cape,ZA,-28.399099,21.260201,2782,Africa/Johannesburg
UTP,VTBU,U-Tapao International Airport,Rayong,Rayong,TH,12.679900,101.004997,42,Asia/Bangkok
UTT,FAUT,K. D. Matanzima Airport,Mthatha,Eastern-Cape,ZA,-31.547899,28.674299,2400,Africa/Johannesburg
UUA,UWKB,Bugulma Airport,Bugulma,Tatarstan,RU,54.639999,52.801701,991,Europe/Moscow
UUD,UIUU,Ulan-Ude Airport (Mukhino),Ulan Ude,Respublika-Buryatiya,RU,51.807800,107.438004,1690,Asia/Irkutsk
UUS,UHSS,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk,Sakhalin,RU,46.888699,142.718002,59,Asia/Sakhalin
UVE,NWWV,Ouvea Airport,Ouvea,Loyalty-Islands,NC,-20.640600,166.572998,23,Pacific/Noumea
UVF,TLPL,Hewanorra International Airport,Vieux Fort,Vieux-Fort,LC,13.733200,-60.952599,14,America/St_Lucia
UYN,ZLYL,Yulin Airport,Yulin,Shaanxi,CN,38.269199,109.731003,0,Asia/Shanghai
UYU,SLUY,Uyuni Airport,Quijarro,Potosi,BO,-20.446301,-66.848396,11136,America/La_Paz
VAA,EFVA,Vaasa Airport,Vaasa,Ostrobothnia,FI,63.050701,21.762199,19,Europe/Helsinki
VAG,SBVG,Major Brigadeiro Trompowsky Airport,Varginha,Minas-Gerais,BR,-21.590099,-45.473301,3025,America/Sao_Paulo
VAI,AYVN,Vanimo Airport,,Sandaun,PG,-2.697170,141.302002,10,Pacific/Port_Moresby
VAK,PAVA,Chevak Airport,Chevak,Alaska,US,61.540900,-165.600500,75,America/Nome
VAM,VRMV,Villa Airport,Maamigili,,MV,3.470556,72.835833,6,Indian/Maldives
VAN,LTCI,Van Ferit Melen Airport,Van,Van,TR,38.468201,43.332298,5480,Europe/Istanbul
VAO,AGGV,Suavanao Airport,Suavanao,,SB,-7.585560,158.731003,0,Pacific/Guadalcanal
VAR,LBWN,Varna Airport,Varna,Varna,BG,43.232101,27.825100,230,Europe/Sofia
VAS,LTAR,Sivas Airport,Sivas,Sivas,TR,39.813801,36.903500,5236,Europe/Istanbul
VAV,NFTV,Vava'u International Airport,Vava'u Island,Vava‘u,TO,-18.585300,-173.962006,236,Pacific/Tongatapu
VAW,ENSS,Vardo Airport Svartnes,Vardo,Finnmark,NO,70.355400,31.044901,42,Europe/Oslo
VBA,VYAN,Ann Airport,Aeng,Rakhine,MM,19.769199,94.026100,74,Asia/Yangon
VBP,VYBP,Bokpyinn Airport,Bokpyinn,Tanintharyi,MM,11.267000,98.766998,100,Asia/Yangon
VBV,NFVB,Vanua Balavu Airport,Vanua Balavu,Eastern,FJ,-17.268999,-178.975998,76,Pacific/Fiji
VBY,ESSV,Visby Airport,Visby,Gotland,SE,57.662800,18.346201,164,Europe/Stockholm
VCA,VVCT,Tra Noc Airport,Can Tho,Lao-Cai,VN,10.085100,105.711998,9,Asia/Ho_Chi_Minh
VCE,LIPZ,Venezia / Tessera -  Marco Polo Airport,Venezia,Veneto,IT,45.505299,12.351900,7,Europe/Rome
VCL,VVCA,Chu Lai International Airport,Dung Quat Bay,,VN,15.403300,108.706001,10,Asia/Ho_Chi_Minh
VCP,SBKP,Viracopos International Airport,Campinas,Sao-Paulo,BR,-23.007401,-47.134499,2170,America/Sao_Paulo
VCS,VVCS,Co Ong Airport,Con Ong,Ba-Rịa-Vung-Tau,VN,8.731830,106.633003,20,Asia/Ho_Chi_Minh
VCT,KVCT,Victoria Regional Airport,Victoria,Texas,US,28.852600,-96.918503,115,America/Chicago
VDC,SBQV,Vitoria da Conquista Airport,Vitoria Da Conquista,Bahia,BR,-14.862800,-40.863098,3002,America/Bahia
VDE,GCHI,Hierro Airport,El Hierro Island,Canary-Islands,ES,27.814800,-17.887100,103,Atlantic/Canary
VDH,VVDH,Dong Hoi Airport,Dong Hoi,Yen-Bai,VN,17.515000,106.590556,59,Asia/Bangkok
VDM,SAVV,Gobernador Castello Airport,Viedma / Carmen de Patagones,Rio-Negro,AR,-40.869200,-63.000400,20,America/Argentina/Salta
VDS,ENVD,Vadso Airport,Vadso,Finnmark,NO,70.065300,29.844700,127,Europe/Oslo
VDY,VOJV,Vijayanagar Aerodrome (JSW),,Karnataka,IN,15.174967,76.634947,1670,Asia/Kolkata
VDZ,PAVD,Valdez Pioneer Field,Valdez,Alaska,US,61.133900,-146.248001,121,America/Anchorage
VEE,PAVE,Venetie Airport,Venetie,Alaska,US,67.008698,-146.365997,574,America/Anchorage
VEL,KVEL,Vernal Regional Airport,Vernal,Utah,US,40.440899,-109.510002,5278,America/Denver
VER,MMVR,General Heriberto Jara International Airport,Veracruz,Veracruz,MX,19.145901,-96.187302,90,America/Mexico_City
VFA,FVFA,Victoria Falls International Airport,Victoria Falls,,ZW,-18.095900,25.839001,3490,Africa/Harare
VGA,VOBZ,Vijayawada Airport,,Andhra-Pradesh,IN,16.530399,80.796799,82,Asia/Kolkata
VGO,LEVX,Vigo Airport,Vigo,Galicia,ES,42.231800,-8.626770,856,Europe/Madrid
VGZ,SKVG,Villa Garzon Airport,Villa Garzon,Putumayo,CO,0.981944,-76.604167,1248,America/Bogota
VHC,FNSA,Saurimo Airport,Saurimo,Lunda-Sul,AO,-9.689070,20.431900,3584,Africa/Luanda
VHM,ESNV,Vilhelmina Airport,,Vaesterbotten,SE,64.579102,16.833599,1140,Europe/Stockholm
VHZ,NTUV,Vahitahi Airport,Vahitahi,Iles-Tuamotu-Gambier,PF,-18.780001,-138.852997,9,Pacific/Tahiti
VIE,LOWW,Vienna International Airport,Vienna,Lower-Austria,AT,48.110298,16.569700,600,Europe/Vienna
VIG,SVVG,Juan Pablo Perez Alfonso Airport,El Vigia,Merida,VE,8.624139,-71.672668,250,America/Caracas
VII,VVVH,Vinh Airport,Vinh,Nghệ-An,VN,18.737600,105.670998,23,Asia/Bangkok
VIJ,TUPW,Virgin Gorda Airport,Spanish Town,,VG,18.446400,-64.427498,9,America/Tortola
VIL,GMMH,Dakhla Airport,Dakhla,Dakhla-Oued-Ed-Dahab,EH,23.718300,-15.932000,36,Africa/El_Aaiun
VIT,LEVT,Vitoria/Foronda Airport,Alava,Basque-Country,ES,42.882801,-2.724470,1682,Europe/Madrid
VIX,SBVT,Eurico de Aguiar Salles Airport,Vitoria,Espirito-Santo,BR,-20.258057,-40.286388,11,America/Sao_Paulo
VJB,FQXA,Xai-Xai Airport,Xai-Xai,Gaza,MZ,-25.037800,33.627399,0,Africa/Maputo
VKG,VVRG,Rach Gia Airport,Rach Gia,Binh-Thuận,VN,9.958030,105.132380,7,Asia/Ho_Chi_Minh
VKO,UUWW,Vnukovo International Airport,Moscow,Moscow,RU,55.591499,37.261501,685,Europe/Moscow
VKT,UUYW,Vorkuta Airport,Vorkuta,Komi,RU,67.488602,63.993099,604,Europe/Moscow
VLC,LEVC,Valencia Airport,Valencia,Valencia,ES,39.489300,-0.481625,240,Europe/Madrid
VLD,KVLD,Valdosta Regional Airport,Valdosta,Georgia,US,30.782499,-83.276703,203,America/New_York
VLI,NVVV,Port Vila Bauerfield Airport,Port Vila,Shefa,VU,-17.699301,168.320007,70,Pacific/Efate
VLL,LEVD,Valladolid Airport,Valladolid,Castille-and-Leon,ES,41.706100,-4.851940,2776,Europe/Madrid
VLN,SVVA,Arturo Michelena International Airport,Valencia,Carabobo,VE,10.149733,-67.928398,1411,America/Caracas
VLS,NVSV,Valesdir Airport,Valesdir,Shefa,VU,-16.796101,168.177002,10,Pacific/Efate
VLV,SVVL,Dr. Antonio Nicolas Briceno Airport,Valera,Trujillo,VE,9.340478,-70.584061,2060,America/Caracas
VNO,EYVI,Vilnius International Airport,Vilnius,Vilnius,LT,54.634102,25.285801,646,Europe/Vilnius
VNS,VIBN,Lal Bahadur Shastri Airport,Varanasi,Uttar-Pradesh,IN,25.452400,82.859299,266,Asia/Kolkata
VNS,VEBN,Lal Bahadur Shastri Airport,Varanasi,Uttar Pradesh,IN,25.451167,82.858667,270,Asia/Kolkata
VNX,FQVL,Vilankulo Airport,Vilanculo,Inhambane,MZ,-22.018400,35.313301,46,Africa/Maputo
VNY,KVNY,Van Nuys Airport,Van Nuys,California,US,34.209801,-118.489998,802,America/Los_Angeles
VOG,URWW,Volgograd International Airport,Volgograd,Volgograd,RU,48.782501,44.345501,482,Europe/Volgograd
VOL,LGBL,Nea Anchialos Airport,Nea Anchialos,Thessaly,GR,39.219601,22.794300,83,Europe/Athens
VPE,FNGI,Ngjiva Pereira Airport,Ngiva,Cunene,AO,-17.043501,15.683800,3566,Africa/Luanda
VPS,KVPS,Eglin Air Force Base,Valparaiso,Florida,US,30.483200,-86.525398,87,America/Chicago
VPY,FQCH,Chimoio Airport,Chimoio,Manica,MZ,-19.151300,33.429001,2287,Africa/Maputo
VQS,TJVQ,Antonio Rivera Rodriguez Airport,Vieques Island,Vieques,PR,18.134800,-65.493599,49,America/Puerto_Rico
VRA,MUVR,Juan Gualberto Gomez International Airport,Varadero,Matanzas,CU,23.034401,-81.435303,210,America/Havana
VRB,KVRB,Vero Beach Municipal Airport,Vero Beach,Florida,US,27.655600,-80.417900,24,America/New_York
VRC,RPUV,Virac Airport,Virac,Bicol,PH,13.576400,124.206001,121,Asia/Manila
VRN,LIPX,Verona / Villafranca Airport,Verona,Veneto,IT,45.395699,10.888500,239,Europe/Rome
VSA,MMVA,Carlos Rovirosa Perez International Airport,Villahermosa,Tabasco,MX,17.997000,-92.817398,46,America/Mexico_City
VST,ESOW,Stockholm Vasteras Airport,Stockholm / Vasteras,Vaestmanland,SE,59.589401,16.633600,21,Europe/Stockholm
VTE,VLVT,Wattay International Airport,Vientiane,Vientiane-Prefecture,LA,17.988300,102.563004,564,Asia/Vientiane
VTZ,VEVZ,Vishakhapatnam Airport,Visakhapatnam,Andhra-Pradesh,IN,17.721201,83.224503,15,Asia/Kolkata
VUP,SKVP,Alfonso Lopez Pumarejo Airport,Valledupar,Cesar,CO,10.435000,-73.249500,483,America/Bogota
VUS,ULWU,Velikiy Ustyug Airport,Velikiy Ustyug,Vologda,RU,60.788300,46.259998,331,Europe/Moscow
VVC,SKVV,Vanguardia Airport,Villavicencio,Meta,CO,4.167870,-73.613800,1394,America/Bogota
VVI,SLVR,Viru Viru International Airport,Santa Cruz,Santa-Cruz,BO,-17.644800,-63.135399,1224,America/La_Paz
VVO,UHWW,Vladivostok International Airport,Vladivostok,Primorskiy,RU,43.398998,132.147995,46,Asia/Vladivostok
VVZ,DAAP,Illizi Takhamalt Airport,Illizi,Illizi,DZ,26.723499,8.622650,1778,Africa/Algiers
VXC,FQLC,Lichinga Airport,Lichinga,Niassa,MZ,-13.274000,35.266300,4505,Africa/Maputo
VXE,GVSV,Sao Pedro Airport,Sao Pedro,Sao-Vicente,CV,16.833200,-25.055300,66,Atlantic/Cape_Verde
VXO,ESMX,Vaxjo Kronoberg Airport,Vaxjo,Kronoberg,SE,56.929100,14.728000,610,Europe/Stockholm
WAA,PAIW,Wales Airport,Wales,Alaska,US,65.622597,-168.095001,22,America/Nome
WAE,OEWD,Wadi Al Dawasir Airport,,Ar-Riyaḑ,SA,20.504299,45.199600,2062,Asia/Riyadh
WAG,NZWU,Wanganui Airport,Wanganui,Manawatu-Wanganui,NZ,-39.962200,175.024994,27,Pacific/Auckland
WAW,EPWA,Warsaw Chopin Airport,Warsaw,Mazovia,PL,52.165699,20.967100,362,Europe/Warsaw
WBM,AYWD,Wapenamanda Airport,,Enga,PG,-5.643300,143.895004,5889,Pacific/Port_Moresby
WBQ,PAWB,Beaver Airport,Beaver,Alaska,US,66.362198,-147.406998,359,America/Anchorage
WDH,FYWH,Hosea Kutako International Airport,Windhoek,Khomas,NA,-22.479900,17.470900,5640,Africa/Windhoek
WEF,ZSWF,Weifang Airport,Weifang,Shandong,CN,36.646702,119.119003,0,Asia/Shanghai
WEH,ZSWH,Weihai Airport,Weihai,Shandong,CN,37.187099,122.228996,145,Asia/Shanghai
WEI,YBWP,Weipa Airport,Weipa,Queensland,AU,-12.678600,141.925003,63,Australia/Brisbane
WGA,YSWG,Wagga Wagga City Airport,Wagga Wagga,New-South-Wales,AU,-35.165298,147.466003,724,Australia/Sydney
WGE,YWLG,Walgett Airport,,New-South-Wales,AU,-30.032801,148.126007,439,Australia/Sydney
WGP,WADW,Waingapu Airport,Waingapu-Sumba Island,East-Nusa-Tenggara,ID,-9.669220,120.302002,33,Asia/Makassar
WHK,NZWK,Whakatane Airport,,Auckland,NZ,-37.920601,176.914001,20,Pacific/Auckland
WIC,EGPC,Wick Airport,Wick,Scotland,GB,58.458900,-3.093060,126,Europe/London
WIL,HKNW,Nairobi Wilson Airport,Nairobi,Nairobi-Area,KE,-1.321720,36.814800,5536,Africa/Nairobi
WIN,YWTN,Winton Airport,,Queensland,AU,-22.363600,143.085999,638,Australia/Brisbane
WJU,RKNW,Wonju Airport,Wonju,Gangwon-do,KR,37.438099,127.959999,329,Asia/Seoul
WKA,NZWF,Wanaka Airport,,Otago,NZ,-44.722198,169.246002,1142,Pacific/Auckland
WKJ,RJCW,Wakkanai Airport,Wakkanai,Hokkaido,JP,45.404202,141.800995,30,Asia/Tokyo
WLE,YMLS,Miles Airport,,Queensland,AU,-26.808300,150.175003,304,Australia/Brisbane
WLG,NZWN,Wellington International Airport,Wellington,Wellington,NZ,-41.327202,174.804993,41,Pacific/Auckland
WLH,NVSW,Walaha Airport,Walaha,Penama,VU,-15.412000,167.690994,151,Pacific/Efate
WLK,PASK,Selawik Airport,Selawik,Alaska,US,66.600098,-159.985992,17,America/Anchorage
WLS,NLWW,Hihifo Airport,Wallis Island,Uvea,WF,-13.238300,-176.199005,79,Pacific/Wallis
WMI,EPMO,Warsaw Modlin Airport,Warsaw,Mazovia,PL,52.451099,20.651800,341,Europe/Warsaw
WMN,FMNR,Maroantsetra Airport,,,MG,-15.436700,49.688301,13,Indian/Antananarivo
WMO,PAWM,White Mountain Airport,White Mountain,Alaska,US,64.689201,-163.412994,267,America/Nome
WMX,WAJW,Wamena Airport,Wamena-Papua Island,Papua,ID,-4.102510,138.957001,5085,Asia/Jayapura
WNA,PANA,Napakiak Airport,Napakiak,Alaska,US,60.690300,-161.979004,17,America/Anchorage
WNP,RPUN,Naga Airport,Naga,Bicol,PH,13.584900,123.269997,142,Asia/Manila
WNR,YWDH,Windorah Airport,,Queensland,AU,-25.413099,142.667007,452,Australia/Brisbane
WNZ,ZSWZ,Wenzhou Yongqiang Airport,Wenzhou,Zhejiang,CN,27.912201,120.851997,0,Asia/Shanghai
WOL,YWOL,Wollongong Airport,,New-South-Wales,AU,-34.561100,150.789001,31,Australia/Sydney
WPR,SCFM,Capitan Fuentes Martinez Airport Airport,Porvenir,Magallanes,CL,-53.253700,-70.319199,104,America/Punta_Arenas
WPU,SCGZ,Guardiamarina Zanartu Airport,Puerto Williams,Magallanes,CL,-54.931099,-67.626297,88,America/Argentina/Ushuaia
WRE,NZWR,Whangarei Airport,,Northland,NZ,-35.768299,174.365005,133,Pacific/Auckland
WRG,PAWG,Wrangell Airport,Wrangell,Alaska,US,56.484299,-132.369995,49,America/Sitka
WRO,EPWR,Copernicus Wroclaw Airport,Wroclaw,Lower-Silesia,PL,51.102699,16.885799,404,Europe/Warsaw
WRZ,VCCW,Weerawila International Airport,Weerawila,Southern,LK,6.254490,81.235199,50,Asia/Colombo
WSN,PFWS,South Naknek Nr 2 Airport,South Naknek,Alaska,US,58.703400,-157.007996,162,America/Anchorage
WSZ,NZWS,Westport Airport,,West-Coast,NZ,-41.738098,171.580994,13,Pacific/Auckland
WTB,YBWW,Toowoomba Wellcamp Airport,Wellcamp,Queensland,AU,-27.558333,151.793333,1509,Australia/Brisbane
WTK,PAWN,Noatak Airport,Noatak,Alaska,US,67.566101,-162.975006,88,America/Nome
WUH,ZHHH,Wuhan Tianhe International Airport,Wuhan,Hubei,CN,30.783800,114.208000,113,Asia/Shanghai
WUN,YWLU,Wiluna Airport,,Western-Australia,AU,-26.629200,120.221001,1649,Australia/Perth
WUS,ZSWY,Nanping Wuyishan Airport,Wuyishan,Fujian,CN,27.701900,118.000999,614,Asia/Shanghai
WUX,ZSWX,Sunan Shuofang International Airport,Wuxi,Jiangsu,CN,31.494400,120.429001,24,Asia/Shanghai
WUZ,ZGWZ,Changzhoudao Airport,Wuzhou,Guangxi,CN,23.456699,111.248001,89,Asia/Shanghai
WVB,FYWB,Walvis Bay Airport,Walvis Bay,Erongo,NA,-22.979900,14.645300,299,Africa/Windhoek
WWK,AYWK,Wewak International Airport,Wewak,East Sepik,PG,-3.583830,143.669006,19,Pacific/Port_Moresby
WWT,PAEW,Newtok Airport,Newtok,Alaska,US,60.939098,-164.641006,25,America/Nome
WXN,ZUWX,Wanxian Airport,Wanxian,Chongqing,CN,30.801700,108.433000,0,Asia/Shanghai
WYA,YWHA,Whyalla Airport,Whyalla,South-Australia,AU,-33.058899,137.514008,41,Australia/Adelaide
WYS,KWYS,Yellowstone Airport,West Yellowstone,Montana,US,44.688400,-111.117996,6649,America/Denver
XAP,SBCH,Chapeco Airport,Chapeco,Santa-Catarina,BR,-27.134199,-52.656601,2146,America/Sao_Paulo
XBE,CNE3,Bearskin Lake Airport,Bearskin Lake,Ontario,CA,53.965599,-91.027199,800,America/Rainy_River
XCH,YPXM,Christmas Island Airport,Christmas Island,,CX,-10.450600,105.690002,916,Indian/Christmas
XCR,LFOK,Chalons-Vatry Air Base,Chalons/Vatry,Grand-Est,FR,48.776100,4.184490,587,Europe/Paris
XFN,ZHXF,Xiangfan Airport,Xiangfan,Hubei,CN,32.150600,112.291000,0,Asia/Shanghai
XGR,CYLU,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Quebec,CA,58.711399,-65.992798,215,America/Toronto
XIC,ZUXC,Xichang Qingshan Airport,Xichang,Sichuan,CN,27.989100,102.183998,5112,Asia/Shanghai
XIL,ZBXH,Xilinhot Airport,Xilinhot,Inner-Mongolia,CN,43.915600,115.963997,0,Asia/Shanghai
XIY,ZLXY,Xi'an Xianyang International Airport,Xianyang,Shaanxi,CN,34.447102,108.751999,1572,Asia/Shanghai
XKH,VLXK,Xieng Khouang Airport,Xieng Khouang,Xiangkhoang,LA,19.450001,103.157997,3445,Asia/Vientiane
XLS,GOSS,Saint Louis Airport,Saint Louis,Saint-Louis,SN,16.050800,-16.463200,9,Africa/Dakar
XMH,NTGI,Manihi Airport,,Iles-Tuamotu-Gambier,PF,-14.436800,-146.070007,14,Pacific/Tahiti
XMN,ZSAM,Xiamen Gaoqi International Airport,Xiamen,Fujian,CN,24.544001,118.127998,59,Asia/Shanghai
XMY,YYMI,Yam Island Airport,Yam Island,Queensland,AU,-9.901110,142.776001,0,Australia/Brisbane
XNA,KXNA,Northwest Arkansas Regional Airport,Fayetteville/Springdale/,Arkansas,US,36.281898,-94.306801,1287,America/Chicago
XNN,ZLXN,Xining Caojiabu Airport,Xining,Qinghai,CN,36.527500,102.042999,0,Asia/Shanghai
XPL,MHSC,Coronel Enrique Soto Cano Air Base,Comayagua,Comayagua,HN,14.382400,-87.621201,2061,America/Tegucigalpa
XQP,MRQP,Quepos Managua Airport,Quepos,Puntarenas,CR,9.443160,-84.129799,85,America/Costa_Rica
XRY,LEJR,Jerez Airport,Jerez de la Forntera,Andalusia,ES,36.744598,-6.060110,93,Europe/Madrid
XSC,MBSC,South Caicos Airport,,,TC,21.515699,-71.528503,6,America/Grand_Turk
XSP,WSSL,Seletar Airport,Seletar,,SG,1.416950,103.867996,36,Asia/Kuala_Lumpur
XTG,YTGM,Thargomindah Airport,,Queensland,AU,-27.986401,143.811005,433,Australia/Brisbane
XUZ,ZSXZ,Xuzhou Guanyin Airport,Xuzhou,Jiangsu,CN,34.059056,117.555278,0,Asia/Shanghai
YAA,CAJ4,Anahim Lake Airport,Anahim Lake,British Columbia,CA,52.452499,-125.303001,3635,America/Vancouver
YAB,CYAB,Arctic Bay Airport,,Nunavut,CA,73.005767,-85.042505,72,America/Rankin_Inlet
YAC,CYAC,Cat Lake Airport,Cat Lake,Ontario,CA,51.727200,-91.824402,1344,America/Rainy_River
YAG,CYAG,Fort Frances Municipal Airport,Fort Frances,Ontario,CA,48.654202,-93.439697,1125,America/Rainy_River
YAK,PAYA,Yakutat Airport,Yakutat,Alaska,US,59.503300,-139.660004,33,America/Yakutat
YAM,CYAM,Sault Ste Marie Airport,Sault Ste Marie,Ontario,CA,46.485001,-84.509399,630,America/Detroit
YAP,PTYA,Yap International Airport,Yap Island,Yap,FM,9.498910,138.082993,91,Pacific/Chuuk
YAT,CYAT,Attawapiskat Airport,Attawapiskat,Ontario,CA,52.927502,-82.431900,31,America/Nipigon
YAY,CYAY,St. Anthony Airport,St. Anthony,Newfoundland and Labrador,CA,51.391899,-56.083099,108,America/St_Johns
YAZ,CYAZ,Tofino / Long Beach Airport,Tofino,British Columbia,CA,49.079826,-125.775604,80,America/Vancouver
YBB,CYBB,Kugaaruk Airport,Kugaaruk,Nunavut,CA,68.534401,-89.808098,56,America/Cambridge_Bay
YBE,CYBE,Uranium City Airport,Uranium City,Saskatchewan,CA,59.561401,-108.481003,1044,America/Regina
YBG,CYBG,CFB Bagotville,Bagotville,Quebec,CA,48.330601,-70.996399,522,America/Toronto
YBK,CYBK,Baker Lake Airport,Baker Lake,Nunavut,CA,64.298897,-96.077797,59,America/Rankin_Inlet
YBL,CYBL,Campbell River Airport,Campbell River,British Columbia,CA,49.950802,-125.271004,346,America/Vancouver
YBP,ZUYB,Yibin Caiba Airport,Yibin,Sichuan,CN,28.800556,104.545000,924,Asia/Shanghai
YBR,CYBR,Brandon Municipal Airport,Brandon,Manitoba,CA,49.910000,-99.951897,1343,America/Winnipeg
YBX,CYBX,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Quebec,CA,51.443600,-57.185299,121,America/Blanc-Sablon
YCB,CYCB,Cambridge Bay Airport,Cambridge Bay,Nunavut,CA,69.108101,-105.138000,90,America/Cambridge_Bay
YCD,CYCD,Nanaimo Airport,Nanaimo,British Columbia,CA,49.052299,-123.870003,93,America/Vancouver
YCG,CYCG,Castlegar/West Kootenay Regional Airport,Castlegar,British Columbia,CA,49.296398,-117.632004,1624,America/Vancouver
YCK,CEB3,Colville Lake Airport,Colville Lake,Northwest Territories,CA,67.033302,-126.083000,850,America/Inuvik
YCO,CYCO,Kugluktuk Airport,Kugluktuk,Nunavut,CA,67.816704,-115.143997,74,America/Cambridge_Bay
YCS,CYCS,Chesterfield Inlet Airport,Chesterfield Inlet,Nunavut,CA,63.346901,-90.731102,32,America/Rankin_Inlet
YCU,ZBYC,Yuncheng Guangong Airport,Yuncheng,Shanxi,CN,35.116391,111.031389,1242,Asia/Shanghai
YCY,CYCY,Clyde River Airport,Clyde River,Nunavut,CA,70.486099,-68.516701,87,America/Iqaluit
YDA,CYDA,Dawson City Airport,Dawson City,Yukon,CA,64.043098,-139.128006,1215,America/Dawson
YDF,CYDF,Deer Lake Airport,Deer Lake,Newfoundland and Labrador,CA,49.210800,-57.391399,72,America/St_Johns
YDP,CYDP,Nain Airport,Nain,Newfoundland and Labrador,CA,56.549198,-61.680302,22,America/Goose_Bay
YEG,CYEG,Edmonton International Airport,Edmonton,Alberta,CA,53.309700,-113.580002,2373,America/Edmonton
YEI,LTBR,Bursa Yenisehir Airport,Bursa,Bursa,TR,40.255199,29.562599,764,Europe/Istanbul
YEK,CYEK,Arviat Airport,Arviat,Nunavut,CA,61.094200,-94.070801,32,America/Rankin_Inlet
YEV,CYEV,Inuvik Mike Zubko Airport,Inuvik,Northwest Territories,CA,68.304199,-133.483002,224,America/Inuvik
YFA,CYFA,Fort Albany Airport,Fort Albany,Ontario,CA,52.201401,-81.696899,48,America/Nipigon
YFB,CYFB,Iqaluit Airport,Iqaluit,Nunavut,CA,63.756401,-68.555801,110,America/Iqaluit
YFC,CYFC,Fredericton Airport,Fredericton,New Brunswick,CA,45.868900,-66.537201,68,America/Moncton
YFH,CYFH,Fort Hope Airport,Fort Hope,Ontario,CA,51.561901,-87.907799,899,America/Nipigon
